PC1,PC2,Predicted_State,Actual_State
-0.2008381236816628,-0.3179913610606945,1,1
-0.2109278036547089,-1.0471388542393472,0,0
-0.0588853852653221,-0.9769181832445794,0,0
-0.472421747280712,0.1318036501975607,1,2
0.093973560274842,0.2261323739275714,1,2
-0.2058241442500565,0.3575618396978162,1,2
-0.2713372194880408,-0.1534264152110787,1,1
-0.2603622206483105,0.5915276045498548,2,2
-0.4036906997194336,0.5342072183683462,2,2
-0.040076510765649,0.5069972981899896,2,2
-0.1389425367488232,0.0182459987720225,1,2
-0.5051118189899227,-1.482711884336742,0,0
-0.1403646791353714,-0.2961721990041205,1,1
0.0417706527909178,-1.0636472360521767,0,0
-0.2902654028879965,-0.5613622569745929,1,1
-0.496126239810385,-0.2801020931158409,1,1
-0.2918233752085454,0.2587556375389709,1,2
-0.2941364745123027,-1.006996087137472,0,0
-0.6686329972541901,0.3760037504923189,1,2
-0.3137977350796271,-0.4878098531265322,1,1
-0.2600117851322141,-0.2383469878494828,1,1
-0.0611733045128632,-2.0696175536524968,0,0
0.0345236463726581,-0.0662330144848391,1,2
0.0707106848247013,0.2115126640799672,1,2
-0.2199175330576852,0.2325137387514092,1,2
-0.3090137174281412,-0.2545620966464781,1,1
0.1743644482603272,-0.0738902536117512,1,2
-0.1374235502826533,0.5239400534320316,2,2
-0.2708583294239707,-0.0501852669166017,1,2
-0.1524062055629029,-2.308212420822039,0,0
-0.3850053013153375,-1.117307573185079,0,0
-0.3418627767907325,-0.3535392126092391,1,1
-0.3456696331085607,0.7106301429067371,2,2
-0.3154211361744382,-0.0336048463287448,1,2
-0.2615918208965351,-0.786178107346065,0,1
-0.6134053263999134,-0.6291569780919328,1,1
0.0073383928308178,-0.0909516859126669,1,2
-0.2290898042353478,-0.4459119522836485,1,1
-0.5175999762606548,-1.1249817410110967,0,0
-0.4500687135779727,0.3436359778627162,1,2
-0.3790947585840098,-0.748243903245847,1,1
-0.0309392165905943,-1.1182755738861023,0,0
-0.0635005976785573,0.1769321732076313,1,2
-0.0034297024416908,0.3118344265555752,1,2
-0.0380312184177486,-0.9942598447475394,0,0
-0.4038832368833419,-0.189549838183941,1,1
-0.0884456625724479,0.6805264160975905,2,2
-0.0742973784917435,-1.3645472270041377,0,0
-0.364977469083027,0.1044393336395608,1,2
-0.0861489466134382,0.1425454746252169,1,2
-0.3368920159712799,0.0159973168795417,1,2
-0.4023301620361905,0.286056645432067,1,2
-0.0913700887817953,0.5749766631308284,2,2
-0.185777317488663,-1.5281869178550322,0,0
-0.0635375331492695,0.378634869521006,1,2
-0.0242028271969545,0.3419934487756553,1,2
-0.1497102043984394,-0.21725756951247,1,1
-0.2758641287986454,0.5493778757677082,2,2
0.0225368523901128,0.7172669362045685,2,2
-0.1931353960656258,-1.017904133687533,0,0
-0.3778825469590117,-1.2993109113020185,0,0
-0.4468962443031571,-0.3228345270640725,1,1
-0.0357670677866289,0.4463254004249855,2,2
-0.4087065488581726,-0.7739182491114119,1,1
0.0540257195341932,-0.3519398575247263,1,1
-0.5681223139702274,0.4510890538057163,1,2
-0.2231441439693099,-1.7101741063607565,0,0
-0.1108360710882456,-0.7579149228003896,0,1
-0.2205089958341241,-2.0060174604798666,0,0
-0.1505864416743438,0.01943830346553,1,2
-0.3071655844252238,-0.5637285028055885,1,1
-0.1974312346912184,0.2993666782068749,1,2
-0.042165911857906,0.3853668251269078,2,2
-0.4886422671583871,-1.5876740192136658,0,0
0.0180064768000107,-1.6040786063290116,0,0
-0.0341198654354873,0.2977276193035776,1,2
-0.2503225897839287,-0.3043767232428731,1,1
-0.0785083229992339,0.2275808426109498,1,2
-0.3340202562780709,-1.0226665871719582,0,0
-0.3681609268318321,-2.8347640948181048,0,0
-0.2467667353305727,-0.2593224801741714,1,1
-0.0851356925547177,-1.3135321698651414,0,0
-0.5348108614756544,0.37978644859171,1,2
0.0763164900160803,0.0422527109679035,1,2
-0.1643753311904841,0.4954655317136124,2,2
-0.0040968586438027,0.7106335875741544,2,2
0.1600140167358338,-0.8663465909111142,0,1
0.0059076142987399,-2.078405502208685,0,0
-0.4725735174747056,-0.3539236869789949,1,1
-0.3850515021597684,0.5431346043713972,2,2
-0.3054222215289354,0.2361405788999399,1,2
-0.178917710592582,-0.6441986170533994,1,1
-0.2573062638044682,0.0363395283386922,1,2
-0.3420613207761612,-0.22975385189577,1,1
-0.1535095072148777,-2.127740869162236,0,0
-0.4066377591679159,-0.1676535332637803,1,1
-0.4490103397063955,-1.6609289302574637,0,0
-0.3366125761489388,-0.1899154754087315,1,1
-0.364760047450146,-0.7751090910283693,1,1
0.1986356466582619,-2.267509698833328,0,0
-0.1077156139329033,0.2323823412899443,1,2
-0.437302501637175,-0.8872630348123587,0,1
-0.0645585539602627,-0.8841327312586935,0,1
-0.2806645785920495,-0.8768009200606148,0,1
-0.2422313748323786,-0.4696204326973487,1,1
0.2801119774553329,-0.5510792388407033,0,1
0.0044022827576278,0.3933993472212903,2,2
-0.2555122135925594,0.6738643279046538,2,2
-0.2311604602917968,-2.1472398105093564,0,0
-0.3441219692969433,0.4350206067870223,1,2
0.0804190190406769,-0.7086847922359725,0,1
-0.3600573417173999,-1.480169525121047,0,0
-0.0957524394932051,-0.033681261311549,1,2
-0.1368252097472176,-0.5973618139004692,1,1
-0.1087782070678974,-0.630147490196314,1,1
-0.3171822683437275,-0.7637665527541734,1,1
-0.248994505949954,-0.7561163646100649,0,1
-0.1981877366553351,-1.0618842675634146,0,0
-0.060378055082493,0.4951001299761642,2,2
-0.4594230137291982,-0.1015310308821945,1,1
